100000 100000
1 46833 85229
2 53762 4647
3 6184 58902
3 59350 10722
2 81373 17026
1 17811 92967
1 11505 88798
2 18115 76120
1 443 63849
3 86538 9607
1 50616 76843
2 31725 72214
2 54717 50279
3 25276 78502
2 26172 80268
1 74184 51694
2 56502 39979
1 33907 39132
3 39328 28506
3 83094 37606
1 36741 90217
2 36047 37729
3 9459 10324
2 53120 6266
2 20140 38950
2 75375 80590
1 69220 22003
2 4256 18873
2 71613 81701
3 99188 76690
2 62717 99798
2 47984 81819
2 96635 18328
2 84654 93687
1 1959 91796
3 81688 7762
1 61368 71493
1 59795 27608
1 27727 93002
1 23372 51393
1 96057 93819
1 9142 15730
2 43513 33385
1 86901 84846
2 10016 89666
3 72185 92843
1 3125 15314
3 31443 30915
2 550 18367
1 79866 46514
3 85623 88560
2 92524 81538
3 18152 63380
2 42851 7501
3 74245 35359
2 70216 88133
3 97933 59663
2 42791 77586
3 53583 68552
3 1126 66678
2 64589 72165
3 59202 572
2 80076 28044
1 62087 51126
2 28217 24308
2 41830 36507
3 55080 41908
1 54251 93257
3 231 54552
3 26593 53461
3 2448 31455
3 95026 38398
1 41517 49512
3 66001 33567
1 49189 13545
3 82006 86681
1 54797 17029
1 83653 61785
1 54311 64418
3 99779 67704
3 32522 68144
2 76198 85652
1 3599 63166
2 93023 66005
1 12439 51322
3 54041 91198
2 7682 75107
1 73951 98201
3 12129 74132
1 46524 81697
1 75623 70910
3 95924 31223
1 94571 30440
3 22786 69223
2 2499 29373
3 57743 5995
2 38617 42134
2 7187 85353
2 68508 6943
2 32935 39854
1 53378 846
3 35757 95608
1 12795 62247
3 31196 81472
2 15302 66245
2 99500 90357
3 62730 2545
2 48587 58092
3 37516 58270
2 72622 62067
3 24027 81230
2 47891 4709
1 84215 72491
3 48008 87053
2 19945 62031
1 86798 98874
2 40254 75867
3 3028 92414
3 57739 89498
2 46642 97541
3 59691 18155
2 34672 25945
2 9417 90278
3 61548 61460
3 51924 38087
1 47155 93838
2 12938 7420
3 67755 59140
3 62679 71880
2 48499 15430
3 51607 80889
2 48433 56616
2 77433 86284
3 32917 89143
1 2980 66116
2 29741 24979
3 12241 24359
2 64415 55890
3 71030 2667
3 30386 47736
2 99304 23523
3 286 86641
2 40504 96928
2 69456 26818
1 81284 97223
1 40491 89532
2 80051 7740
2 80248 85916
3 20960 94481
1 80614 43176
2 62735 14449
2 40258 73149
2 25895 88752
3 58451 81411
3 62180 59333
1 44377 91258
1 34416 7590
3 2641 7258
1 51458 78795
2 29864 13632
2 82250 63514
1 64835 17353
2 44203 180
1 96866 2247
3 97400 3622
2 45822 86155
1 31603 25905
2 97353 45394
2 52459 67711
2 30900 22562
3 98761 27135
2 98230 18671
1 63982 78723
3 57159 1711
1 27869 7255
3 68039 2310
1 38002 28427
3 53708 91781
3 76178 53201
1 53723 70908
1 27238 56753
3 8667 66493
3 48132 47571
1 97322 24729
2 34130 45805
1 67619 52172
2 11199 93166
2 56993 37449
3 76519 29315
1 36497 78336
1 414 31315
2 38043 72486
2 27973 97839
2 26485 25220
3 2406 40585
1 10672 91743
3 94766 18995
3 15500 30459
2 1952 49658
2 31904 74679
1 34457 90915
2 36750 76238
2 94073 53085
3 87614 99165
1 99362 78881
3 41111 4085
3 80150 60082
2 20210 49614
2 94495 61520
1 68658 87387
2 45194 5287
3 74432 52915
2 73113 11225
2 68772 98978
1 48237 45078
1 91006 37278
2 8136 35425
3 69860 76172
2 52275 26775
1 3393 15627
2 59536 53420
3 34794 77155
1 59725 51170
2 78351 56617
1 20001 506
3 57304 54795
2 16924 85103
3 91639 70357
3 9409 2585
2 16818 9291
1 15699 72217
2 39496 85741
1 93538 20813
3 76316 33900
3 27102 66173
2 63270 95936
1 82967 12607
1 14726 88903
3 21256 59098
1 89047 72779
3 43598 72538
3 20568 71895
3 54118 6789
2 74232 58812
1 70483 18839
1 42057 25217
1 12578 55224
2 46032 11774
2 92005 45376
3 34323 4898
3 92699 8056
1 68956 54196
3 81058 26057
1 82081 56645
1 91964 68550
1 78974 15892
3 12406 72756
2 84042 11257
1 13421 35545
3 63259 1338
1 2452 96925
2 59351 66990
2 87044 46448
2 89152 76956
3 48843 16326
2 49902 83080
2 27349 96442
3 81366 23596
3 88820 54238
1 4948 14421
3 91331 70453
1 18767 1980
1 1525 34802
1 42440 30925
2 28421 33385
1 38324 21867
3 84990 84388
1 70634 4795
2 15405 35409
1 33375 46782
1 48624 74302
3 61481 14083
2 61559 94488
3 71981 79769
1 19884 12969
1 15578 49737
3 54705 33786
3 84686 51858
3 90592 1138
3 6238 80626
2 24743 4317
2 59665 28537
1 16384 68444
1 85560 82139
2 84519 2685
2 69647 6200
2 44961 22889
3 20587 48185
1 56898 95880
3 74449 10859
3 19769 71406
2 56334 45652
1 97983 39133
3 21237 72437
1 8059 22784
3 6262 14042
2 88701 58478
2 44528 29323
1 92919 17676
1 69303 33324
1 76594 13089
1 9813 38575
3 74708 57151
3 19121 46463
1 3868 64225
1 22406 14811
1 30130 47515
1 54118 57449
3 50872 4197
3 13864 28047
1 96350 70828
1 94584 84256
1 35132 35931
1 34093 81758
2 79630 97887
1 22843 11442
2 47921 6296
2 36652 94426
1 53634 20964
1 38028 31366
1 74116 19800
3 13379 80962
2 21461 11055
3 67281 54417
3 24408 14593
3 98186 22650
1 40075 19756
3 54514 51511
3 17563 4917
3 75925 16217
2 28670 54865
2 40107 56883
2 67565 4314
3 33946 21832
1 95749 68128
3 71613 93627
1 32082 9995
3 94667 62135
3 65064 24800
2 6268 6988
2 24115 81566
3 35891 25809
2 55833 70372
1 31463 56883
3 10547 37333
3 5438 27559
3 22211 56438
3 76693 61556
3 11280 80546
1 75320 57713
2 719 62892
3 37527 49134
1 88340 63090
2 32185 84953
1 76560 97731
2 26753 47649
1 13806 9673
2 65865 75311
2 23124 26495
1 82831 83953
1 34522 85995
3 17870 23229
1 34524 63965
2 13255 11309
2 73493 28604
3 90926 60961
1 9051 40463
3 14741 13328
1 40410 83468
2 65307 49404
2 64784 93178
1 56460 14720
2 31414 58192
1 17398 46980
2 77898 83547
1 96063 93953
3 66629 82234
3 59147 24059
3 82056 45730
2 84700 70347
1 96920 14605
1 86700 42553
2 20129 8064
2 37931 737
2 60016 51489
3 30787 72662
2 53167 54213
3 79636 78537
2 12740 28298
2 24301 98253
3 28794 11970
3 63872 88095
3 49867 9773
2 59575 25148
1 17389 99802
2 51582 55775
2 72875 79992
3 27693 55085
1 38508 68915
2 46749 3081
2 34566 52469
3 61948 81063
2 24362 20732
2 21564 53778
3 79438 38240
3 56274 33756
2 37864 22710
1 61037 65548
3 58073 23859
3 36148 33439
2 78032 53387
2 70939 96816
1 72050 70749
1 57232 3838
2 13441 43696
1 98934 25604
2 28996 97395
3 74075 74061
2 58515 18535
3 72160 91696
3 63497 53031
2 30740 33605
2 5482 63665
3 31462 94761
3 5336 81999
3 44973 50868
2 84304 77565
2 79532 52164
3 29763 91604
1 54744 17824
3 2224 88626
1 74187 16221
2 42455 70395
2 66109 50914
1 36423 73106
1 11788 40051
1 57031 20661
2 23279 57008
1 13096 40953
1 25816 71023
1 57358 56000
1 20555 2000
3 17402 14783
3 70854 99509
2 75165 37754
3 92298 38411
3 40253 87200
3 31018 69715
3 98478 11113
3 56599 49997
1 18466 94975
1 9905 43657
2 55045 70881
2 17025 81051
3 69841 54721
3 5387 68686
2 58148 88373
3 97855 17619
3 21530 89581
2 29064 7141
2 76356 835
1 27823 65354
1 83333 39934
1 43102 98228
1 78322 34715
2 78923 93135
3 7118 813
2 21184 83228
1 49505 91472
2 48308 11531
1 61738 88554
2 66668 16861
2 80944 12627
2 12793 1073
1 40670 4348
3 52737 26394
1 23108 78155
2 94665 77742
3 92998 70274
2 32825 29294
2 44588 17687
2 80052 3656
1 36712 6199
1 91995 78556
3 84977 94366
2 375 72470
3 76831 53258
2 19562 59719
2 73316 60150
3 81879 16195
2 96877 87106
1 71702 90286
3 52707 70471
1 77440 88178
2 71202 15713
3 73305 54726
2 28084 45459
2 71419 24718
1 94202 90220
3 97707 40760
2 67652 56423
1 60032 92454
1 63594 56878
2 53287 68078
2 71807 68308
1 73627 402
2 48157 90087
1 50515 57056
3 62804 52720
3 82197 20183
3 68572 61642
3 38715 39932
1 4341 48314
1 229 6595
1 12024 21084
2 27209 65198
1 68284 9047
2 54591 58052
2 85136 63739
2 65750 57316
1 3511 99433
1 47556 51266
1 26432 11286
3 60349 45723
1 80191 15590
2 52553 68066
1 5784 38329
2 85541 51477
3 15679 96299
2 20916 38447
2 55569 43844
3 4007 79194
3 75639 90270
1 42073 41248
1 17098 31180
1 39804 30599
2 51797 87647
3 32670 24009
3 85796 70559
1 65480 84742
3 72417 61791
3 20209 34936
3 46558 20591
1 65647 25730
2 31755 59282
3 78787 87622
2 70017 14419
1 30072 28233
1 18284 78222
2 1598 15742
2 80707 82854
3 45062 18706
3 57670 52350
1 71280 57685
1 39960 61955
2 37844 67281
1 61014 79674
2 84658 94940
2 45008 16564
1 85297 13382
1 60462 12274
1 26223 38158
2 37288 29881
3 23885 73929
3 88891 98106
3 19154 29302
1 73779 9691
1 69309 35141
2 2279 39995
3 35496 14725
2 12454 20247
3 86686 74925
1 86966 72634
1 93297 58158
3 36574 10139
3 9322 98798
3 1441 48553
2 49856 50710
3 20976 41843
2 9369 99152
3 29468 39258
1 22257 23051
1 75612 91249
1 7312 63807
1 93593 48565
3 67051 27593
3 51727 74295
3 99153 46905
2 357 9051
1 52626 21987
2 76647 30591
3 8997 35585
3 20455 8765
1 43329 62808
3 38691 44151
3 83695 26658
2 9247 96589
2 49747 56912
2 19201 70026
3 68353 27935
3 62849 85913
2 48658 36648
1 91389 28519
2 30644 69585
3 47311 61656
1 82804 67115
2 70423 58614
1 82565 10067
3 55666 52928
2 99913 2212
2 55481 11405
1 16535 2286
3 97990 99559
2 79022 22776
2 4817 55425
2 18417 75065
3 33425 27011
2 25135 51375
3 4534 96662
1 83939 56896
2 79069 30797
3 15738 78641
2 66040 94312
3 12296 55026
2 32335 36525
1 94080 17401
2 32961 14243
3 38516 94986
1 80203 14448
1 89774 16119
1 68069 6884
2 1661 52800
1 83792 32111
2 40495 60809
2 29949 19550
2 90177 93387
3 65675 78497
1 93574 69049
3 62358 53294
2 2925 63004
2 17043 66221
3 85060 46344
1 27632 85848
2 5496 75616
2 20058 70854
3 88836 23327
2 8284 90345
2 41438 55208
2 54959 37904
1 15104 23166
1 12031 44524
3 88558 41149
2 51336 42860
2 11356 15959
3 98128 45224
2 52507 18732
3 87609 53627
3 42920 93187
1 23028 1138
2 51142 63834
1 11358 32969
3 47234 23107
3 98466 77028
3 49184 54395
3 35944 29013
1 65776 92039
2 74187 49182
3 25789 41538
3 97854 86188
1 21165 47470
1 63029 58173
3 88485 79345
2 11030 72020
1 66498 14401
3 42800 97005
1 55027 53429
3 44622 99237
2 58155 34469
1 82167 95716
3 42638 18607
2 91170 30520
1 2349 27686
2 72084 148
1 64726 32802
3 14431 5448
2 29678 3012
3 28399 30684
3 86592 85022
3 23969 92328
1 32461 35173
3 95305 61664
2 84836 70152
3 56750 26273
1 29137 93227
2 37222 28916
2 49146 50788
1 54406 11571
3 74282 99069
3 35495 52696
3 35545 87833
3 5049 35615
3 71098 43464
1 94913 77010
3 17053 91271
1 99007 19288
3 43367 88811
3 91469 64559
2 99642 94384
1 42241 87490
2 20436 31810
1 20428 19860
3 53182 51969
1 89679 74292
1 83170 27894
2 52187 99768
2 76245 33051
3 13656 88060
2 25707 64569
1 87012 15283
2 63358 80493
3 42217 62613
2 5566 58888
2 42067 87779
1 44631 70981
2 75698 36340
3 85 73099
1 77834 62981
1 34208 34810
2 26865 72677
3 97330 45881
1 87405 73569
3 61437 50332
3 26584 82378
2 9630 82921
1 26871 53062
3 23895 32682
3 85349 48098
1 19431 55891
2 6215 34713
1 3445 87159
3 37118 67805
3 21809 27987
2 77027 12460
2 52585 55718
2 30270 30331
1 85426 50954
2 25842 94085
2 42233 72367
1 46043 22170
1 79967 80610
2 45 85424
2 80702 59967
2 21525 70841
2 25100 31988
3 13814 88862
1 90944 15768
3 58577 43335
2 68970 46832
3 90280 32875
2 6397 95292
1 78684 88692
1 22618 90384
2 58608 92459
1 64031 94046
1 90713 88227
1 83905 27226
3 65677 2490
1 39312 14874
3 45835 84883
1 23503 88300
3 71403 17584
1 31761 81197
3 39969 48664
1 93609 37417
2 59305 75531
2 43249 98378
3 35237 88680
1 43982 69307
2 91229 11442
1 41732 37089
2 52173 22292
3 36774 27388
2 63245 15137
2 35882 21835
1 8123 57544
2 94514 40912
2 56292 8543
3 75152 72991
3 21365 43707
1 14628 24587
1 33109 30505
3 66488 96096
2 50487 83803
1 70368 50710
2 59431 32169
1 62347 25083
3 70709 71724
2 29468 45300
1 64571 6165
1 79012 84588
2 49818 69730
2 5950 50226
1 91876 12188
2 45317 34146
3 75482 48215
2 68956 76717
1 26172 63379
1 91158 20797
1 59196 82995
2 17819 85425
1 63615 97666
3 9067 11410
2 21880 85791
2 33253 25993
3 91319 61695
2 29403 17197
2 81616 35208
2 57309 92801
1 77617 43304
1 95858 36215
2 47869 14380
3 83414 60847
2 19292 15484
1 29236 62196
2 14765 17232
3 94281 92790
1 96607 49600
1 24259 68867
1 98896 28888
2 6627 54774
3 19615 68546
2 58227 13449
1 8281 17150
1 98654 59973
1 52510 33274
1 1070 92029
3 334 31407
3 29091 21921
3 81549 26280
1 35684 37288
1 44315 77048
3 31903 62802
2 40417 99992
1 68270 23682
3 27155 8441
3 59620 87907
3 18548 82139
1 66818 54742
2 44966 47203
3 15866 87382
3 46771 22970
1 44629 70527
1 92458 65435
2 59210 90979
3 16176 79424
1 29813 72531
2 68844 11091
1 85902 74338
3 68134 89503
3 115 78068
1 3746 49007
3 66717 35914
1 94137 27158
3 70724 73711
1 76614 92630
1 94689 50680
1 61990 86695
1 57995 45708
2 93712 28680
2 52076 95829
3 98383 72727
3 52124 94761
2 90570 60506
2 30746 74341
1 90474 69139
2 78575 10784
1 90394 14671
1 19013 65853
3 34831 62594
3 52468 7090
2 94241 35350
2 66279 86515
2 79297 15470
1 47184 18053
1 50839 18347
2 5070 93735
1 27217 40125
3 1271 45631
2 52294 39410
2 87761 52048
3 45310 2927
1 77718 70273
1 33213 25490
1 38471 38420
3 24599 72780
3 57944 83513
2 12923 62822
3 6159 6197
1 29625 43756
2 60589 57573
1 35976 31053
1 83996 74558
2 50840 2914
1 61757 62444
1 94615 24467
2 2724 45836
2 20307 37586
2 29369 94219
3 42351 72584
3 96455 61634
2 53154 96174
2 91056 56063
2 5785 38578
3 68771 54945
2 87949 54062
2 72654 43922
2 64989 47496
2 2116 59106
2 93655 52000
2 56846 70534
3 48682 62413
2 44799 83454
1 72611 29614
1 76429 37987
2 71119 86177
1 75237 78793
1 76397 69138
2 24613 52077
3 59508 96793
1 14003 84350
1 73714 84520
2 81903 42490
2 85967 78239
3 2068 46288
2 41797 78652
1 45198 85450
3 22674 79892
1 2635 69370
2 80337 17678
2 9236 21991
1 96919 35734
2 58107 83072
2 70286 9209
1 22813 40931
3 31324 27065
3 83413 30426
2 54625 63485
1 27264 25076
3 74155 23194
3 53249 18568
2 31360 34490
3 20191 14170
2 69397 26257
3 61310 14052
2 32190 86130
1 86537 63924
3 27728 79409
3 92460 18509
2 39103 45502
3 87993 39744
3 58899 77360
3 75904 80716
3 37700 62750
3 68059 45026
3 26902 96878
3 6474 97799
2 37288 41568
2 60429 81184
2 53586 25410
2 98916 86666
3 15064 4241
1 3975 46534
3 23337 82578
3 42655 5054
2 79525 27846
3 15830 52118
1 33534 84455
3 12498 22567
3 75261 70350
3 39502 27857
2 26301 32929
1 86463 18711
2 44492 55399
3 59990 11045
2 19569 97469
2 42777 55270
2 48931 14555
2 41841 68379
2 11778 95740
2 5015 23929
1 70566 28590
3 4347 4578
2 75522 7908
2 35941 4013
2 13702 38978
2 18566 87806
2 56204 45437
1 97897 70785
2 90439 5846
2 9926 66179
1 13738 29881
1 59709 2765
2 12224 54865
2 15700 37381
3 66858 65294
2 28254 73863
3 69224 57445
2 89781 67814
2 67000 25921
1 19484 36118
2 24317 27758
3 60951 53653
3 71557 99123
3 75186 55526
3 24735 72200
1 26842 82317
2 24975 28598
2 92500 6381
3 40822 12806
2 43997 93929
2 59314 33725
1 79957 1207
1 34640 45811
2 88565 71094
2 5290 24867
2 45327 62830
1 97072 47226
3 81009 59292
3 41864 39654
1 16730 1408
2 54256 4220
1 7019 21679
3 92665 40090
1 54844 52116
2 13373 97180
1 7918 55889
2 73895 97605
3 62309 54287
1 43932 91967
2 89596 66593
3 61540 19063
2 40121 60253
2 8710 26357
2 21781 71506
1 61151 56743
1 73491 57474
1 53448 95932
3 73745 22556
2 29533 95146
3 70601 33720
2 98727 47289
1 12977 98914
1 34970 78263
2 60019 37887
2 24949 31709
1 4561 92107
2 40589 2754
3 52688 67552
2 42496 46597
1 47236 65835
1 39302 62064
2 54157 18409
1 50299 65453
1 86119 44930
2 87236 9454
3 33549 69972
3 55435 40399
3 51755 3699
3 55840 99897
3 79232 88537
1 99353 23598
3 37890 65377
3 89899 49804
2 43120 88747
3 84021 13255
1 79376 11657
3 29191 56806
1 10223 40755
3 12312 28978
1 86476 27927
2 32685 11933
1 23609 95292
1 2289 68716
1 69865 51806
1 92200 43250
2 50011 21536
2 18927 44522
3 30223 67512
2 68751 74194
3 9697 94346
1 59505 53307
3 20299 82583
3 6963 23361
2 36552 31643
2 30153 54694
2 43891 96439
2 24067 37878
3 7411 95970
2 67517 35619
2 57552 1427
1 98367 78589
1 79423 96147
3 79042 39971
1 51335 15302
2 80153 49395
3 93280 78780
2 58526 58841
1 97890 40596
1 78624 82924
2 21891 65230
3 55474 23459
1 9798 4226
1 46536 91663
1 5996 70221
3 48820 88943
2 90272 72621
3 28977 3710
3 23761 22044
3 85395 57064
1 5860 77863
3 21995 1569
1 26431 940
2 4329 78570
1 92491 89367
2 38938 50582
1 51724 22518
3 23316 3935
3 44376 51629
3 97109 14145
1 78473 81197
3 3719 43309
2 33426 50356
1 90818 147
1 95100 10641
3 1915 40761
3 88673 75989
2 84101 87212
3 23738 2946
2 69188 43474
2 67737 50946
3 25095 44810
3 2780 80852
1 13789 17166
2 92691 16518
2 21335 26354
1 86745 94038
2 78213 53785
1 7041 71113
3 79716 20658
2 67565 25868
1 80426 71736
2 2744 24581
3 22250 94690
3 91991 36808
2 798 37616
2 68118 52851
1 63534 35953
2 53400 62414
2 74375 17061
2 6982 33232
3 85600 15744
1 79838 37519
2 80732 70000
2 41723 82532
3 36331 98173
3 27921 18646
3 84997 82326
1 31396 44370
1 71185 22646
3 36878 20233
3 66185 22814
2 68940 7630
1 97451 53229
2 25701 35040
2 39690 48145
1 70332 75901
2 50007 61645
2 1967 69713
1 94729 72144
3 56503 9557
2 39444 25842
2 8641 80208
3 28789 81963
1 6011 55217
3 83406 13267
2 29564 86614
1 37866 94232
3 13691 30668
2 31217 75998
2 95634 81230
3 67158 72295
1 23167 57227
1 98260 33970
3 89363 1801
1 23105 40982
2 84040 38974
3 1731 57788
2 26943 51444
1 47757 6817
3 3418 710
1 957 68137
3 94008 44542
3 64299 92592
3 23449 38906
1 75786 6565
2 91104 32423
1 32260 98467
3 25486 5330
1 77170 4366
1 63410 13181
2 15568 19977
2 52006 59607
3 57560 78666
1 34923 70287
1 53134 95903
2 12591 38651
2 38185 79506
1 96942 53783
2 95937 65091
3 16941 72322
1 47959 28160
1 84944 3340
2 23924 71567
2 73655 5492
2 54328 16588
1 94075 74076
2 42841 82962
1 32032 7278
1 11245 29206
1 98474 37700
3 68290 31177
3 94905 93591
1 77690 13706
2 61312 99842
1 64524 58896
2 50899 26999
1 37484 86112
2 28841 40890
3 11784 80618
2 60913 64471
1 3140 46278
1 71027 67935
3 23381 41100
1 6814 8320
3 77237 49468
1 33029 76738
2 40751 7618
1 4050 32708
3 89380 87388
2 51381 31614
2 98322 18643
1 50593 77046
2 58053 28737
2 7024 94728
1 72383 58881
1 20078 87837
2 60114 48973
1 81185 97090
3 7047 84755
1 36902 51921
3 94882 26245
1 46051 60622
2 55233 37678
1 96276 43222
3 72210 38167
3 95900 28908
2 16796 61036
1 58712 50474
2 99057 52121
2 11588 36092
2 88381 98393
2 88099 46183
3 8012 4360
1 80488 56575
1 73269 91896
2 37279 49912
3 7971 36655
3 14322 12167
2 56663 81902
2 15816 58519
1 11763 94449
3 94922 43096
1 77235 62779
1 50110 87036
1 35330 22544
3 95890 25419
1 74287 57636
1 41141 44956
2 93016 6556
1 84086 42539
2 19633 42825
3 38874 46745
2 21900 19428
3 30413 92837
2 9070 53834
2 66814 79482
2 10542 12760
1 91900 99624
3 61295 920
1 89480 33663
3 34289 11034
3 31481 90267
1 67920 77802
1 46917 85212
3 70049 88212
3 21050 43667
3 42627 59812
3 66706 90831
3 4770 41239
3 90656 57213
1 67834 65170
1 70294 25087
3 65667 7582
2 73648 32454
3 74290 8655
2 13099 8004
2 50276 72891
2 93651 45513
1 80620 37989
2 57744 53980
2 30273 52840
2 77220 26012
1 72595 97519
1 34355 18408
2 44139 36866
1 36699 37095
2 55124 50200
2 28906 37461
3 76519 49567
3 88078 83086
1 46100 45046
3 33397 42631
2 6833 5216
2 21586 47243
2 73234 85943
3 5281 818
3 68891 93647
3 3329 5905
3 36447 92525
2 88171 96330
1 9352 69160
2 2019 40589
2 87207 25481
1 14777 57382
3 80558 37211
2 27956 38767
3 65315 34005
2 28177 30990
2 98973 59925
1 10702 43241
2 60137 62497
3 95570 2924
2 16637 49873
2 54226 21900
1 4591 35282
2 48228 79360
3 69181 59353
3 96207 60693
2 69032 34130
3 23613 66158
1 44286 9327
2 36331 51650
2 2112 80837
2 2452 39576
2 63736 23118
3 79700 94177
3 97216 78398
1 52869 99475
2 85281 20582
2 43824 89846
3 23436 31721
1 68792 68462
1 41728 17327
2 28542 30755
1 41363 58706
1 16868 62916
2 68657 62863
2 76121 61319
3 40209 71934
1 6497 22186
2 29976 4289
2 75297 26176
3 2447 12495
2 34492 40421
1 9168 65743
2 79386 9088
3 15926 63081
1 31884 60219
3 55245 22800
2 72924 24876
2 22755 70019
1 70325 79664
1 70854 92336
3 63598 64987
2 15769 3688
2 97559 96788
2 7232 96851
3 26241 92560
2 85504 4871
1 36241 54869
1 88503 85921
2 67670 64608
3 21831 11982
3 43686 13849
3 65658 43078
3 86019 34510
2 51594 68067
2 38315 77183
3 3839 96606
3 55355 42199
1 44089 21747
2 63954 41956
3 99781 10646
1 30874 44942
2 4710 3243
2 9214 41319
1 53525 98586
3 69709 41842
3 20287 87417
3 70122 21512
1 35867 36132
2 68899 37903
3 48528 25544
1 3493 23820
1 17237 26169
3 45908 77106
3 25861 60768
1 10414 36077
2 69314 89978
1 98190 68622
3 94016 76991
3 35193 56597
1 50094 29152
3 72038 21331
2 55606 25720
1 68985 9645
3 89728 35163
2 66151 45104
2 34417 51434
3 7351 60694
2 10708 49282
3 44678 96534
2 28133 580
1 90412 57535
1 62942 2341
2 82904 67154
1 73061 18717
3 88091 15596
1 73798 5627
2 87281 8628
1 61727 67384
1 44650 67532
2 33817 25476
3 7381 62675
3 53381 20634
3 52976 20721
2 51343 61261
2 89436 1242
3 4561 41656
2 44653 89108
3 25890 36947
3 82945 49637
1 57831 74244
3 67102 49627
1 80672 77202
1 62835 60152
1 57622 13000
1 48279 37150
1 85018 28897
3 16650 65325
1 55590 90391
1 48606 24432
3 72923 43049
2 98936 34702
3 3959 99550
2 82409 52272
1 22707 39957
1 321 52828
1 22116 78542
3 52948 68253
3 17262 47960
1 52844 50652
2 2048 39003
2 33795 17225
3 89430 20109
3 9513 36412
1 13389 66798
3 93214 93854
1 13642 14182
1 65245 71105
1 19699 62790
3 12723 44426
1 44131 88537
3 33534 45721
2 50320 95230
2 1755 43868
2 76300 39792
3 76765 7769
2 69461 24085
2 88839 31407
3 14454 9604
3 48390 20862
3 31905 67209
